ESTACION_ID USUARIO_ID TIEMPO_EVENTO TIPO_EVENTO
001 34978674 07:11  IN
019 70683105 07:11  IN
002 36284357 07:12  IN
014 03576863 07:13 OUT
019 51198633 07:13 OUT
002 98724362 07:14  IN
021 93147069 07:14  IN
010 57241743 07:14 OUT
002 28418255 07:14 OUT
002 36493812 07:14  IN
010 50771388 07:15  IN
011 90996378 07:16 OUT
019 38008726 07:16  IN
001 15859000 07:16  IN
019 38008726 07:16 OUT
020 65260188 07:18 OUT
017 70683105 07:18 OUT
004 98351583 07:18 OUT
010 50771388 07:19 OUT
001 11627616 07:20 OUT
019 99552203 07:20  IN
009 40919613 07:21  IN
016 98820500 07:21 OUT
008 72978396 07:21  IN
001 77848462 07:21  IN
014 86325126 07:21 OUT
010 04269250 07:21  IN
007 02588264 07:21 OUT
015 05945648 07:22 OUT
020 62841270 07:22 OUT
015 85782705 07:23 OUT
001 30696277 07:24  IN
020 22459781 07:26 OUT
001 20089197 07:26  IN
005 88168303 07:26  IN
020 93147069 07:28 OUT
002 54369426 07:30  IN
020 59006574 07:30  IN
020 18367708 07:31 OUT
004 30696277 07:31 OUT
010 75144374 07:32  IN
019 51218931 07:33 OUT
005 15859000 07:34 OUT
007 98724362 07:34 OUT
001 84316940 07:34  IN
009 10029898 07:34 OUT
014 04269250 07:34 OUT
001 46086223 07:35 OUT
001 02952367 07:36 OUT
001 35491633 07:36 OUT
002 08927562 07:36  IN
007 72978396 07:37 OUT
001 48796693 07:37  IN
005 31785296 07:38  IN
011 85527776 07:39  IN
013 00597868 07:39  IN
019 04275977 07:39 OUT
005 12826726 07:40  IN
015 65716697 07:40 OUT
002 12495909 07:41 OUT
021 53129009 07:42 OUT
018 40919613 07:42 OUT
007 61132752 07:42 OUT
008 27246059 07:42  IN
016 22005680 07:43  IN
001 43228897 07:43  IN
010 12321492 07:44  IN
007 46230161 07:44 OUT
015 92227437 07:44  IN
018 59006574 07:45 OUT
004 24484390 07:46 OUT
002 47547988 07:46  IN
006 08927562 07:47 OUT
019 32902242 07:47 OUT
011 35087826 07:49  IN
001 15511406 07:51  IN
010 12321492 07:51 OUT
002 10006173 07:51 OUT
015 75144374 07:52 OUT
001 80298138 07:53  IN
004 49890160 07:54 OUT
018 00824429 07:54 OUT
007 00597868 07:56 OUT
002 77141408 07:57  IN
019 23111769 07:57  IN
015 79010519 07:57  IN
014 34978674 07:57 OUT
018 28055464 07:57  IN
012 19592418 07:58  IN
015 92227437 07:58 OUT
014 07592813 07:59 OUT
001 13469632 07:59  IN
012 36284357 07:59 OUT
001 48141993 07:59  IN
021 85527776 07:59 OUT
014 19592418 08:01 OUT
010 58785480 08:02  IN
001 99129523 08:02 OUT
002 44156813 08:02  IN
007 48796693 08:05 OUT
008 26875275 08:05  IN
010 58785480 08:05 OUT
010 61149064 08:06  IN
001 97089181 08:06  IN
015 12152901 08:06  IN
011 79010519 08:07 OUT
002 71758475 08:08  IN
006 99552203 08:08 OUT
007 21431847 08:09  IN
010 35543890 08:10  IN
011 56997214 08:10  IN
001 75898754 08:10  IN
011 61149064 08:11 OUT
001 14306636 08:11 OUT
010 16114973 08:11  IN
008 34730824 08:11  IN
012 84316940 08:12 OUT
004 77141408 08:13 OUT
008 98710097 08:14  IN
015 78367549 08:14  IN
018 77848462 08:15 OUT
018 27416576 08:15  IN
020 36493812 08:15 OUT
002 70507941 08:15  IN
009 74218807 08:16  IN
015 90917087 08:16  IN
014 16114973 08:16 OUT
021 32914157 08:16  IN
002 27246059 08:17 OUT
019 12152901 08:17 OUT
015 52281746 08:17  IN
014 31785296 08:17 OUT
011 56997214 08:19 OUT
018 03621686 08:19  IN
002 16711493 08:20  IN
011 55203635 08:21  IN
021 88168303 08:21 OUT
001 53100103 08:21  IN
015 12826726 08:21 OUT
015 78367549 08:21 OUT
015 50229282 08:22  IN
018 76494120 08:22  IN
004 75898754 08:22 OUT
002 04446084 08:22  IN
011 16474814 08:23  IN
018 20089197 08:23 OUT
002 09930406 08:24  IN
014 47547988 08:24 OUT
002 05229863 08:25  IN
002 37047320 08:25  IN
006 71758475 08:26 OUT
018 27876746 08:28  IN
004 64836983 08:28  IN
001 13856029 08:28  IN
020 32914157 08:28 OUT
007 13469632 08:29 OUT
018 38085702 08:29  IN
004 35087826 08:29 OUT
019 54369426 08:30 OUT
002 33342773 08:30  IN
011 55203635 08:31 OUT
015 03621686 08:31 OUT
007 78577436 08:31  IN
006 18443405 08:31  IN
001 82262207 08:32  IN
019 50229282 08:32 OUT
016 52281746 08:32 OUT
011 27416576 08:34 OUT
010 91542480 08:34  IN
016 76494120 08:36 OUT
002 58599689 08:36  IN
016 98710097 08:36 OUT
015 43228897 08:36 OUT
006 23111769 08:36 OUT
011 44156813 08:37 OUT
002 88035256 08:37  IN
001 97228046 08:37  IN
001 60838458 08:39  IN
019 63804193 08:39  IN
014 80298138 08:39 OUT
003 21431847 08:39 OUT
015 68845470 08:39  IN
001 22005680 08:40 OUT
004 22381062 08:40  IN
001 36119196 08:40  IN
001 59753996 08:40  IN
015 86415582 08:41  IN
018 27876746 08:41 OUT
015 61175880 08:41  IN
001 57083239 08:41  IN
007 90917087 08:41 OUT
001 27640707 08:41  IN
011 37687541 08:41  IN
002 29426703 08:42  IN
010 93866137 08:42  IN
018 15511406 08:42 OUT
006 26875275 08:43 OUT
001 36119196 08:44 OUT
004 35543890 08:44 OUT
001 59753996 08:44 OUT
019 74218807 08:45 OUT
007 18443405 08:45 OUT
002 91613841 08:45  IN
004 11073607 08:46  IN
019 97135766 08:46  IN
016 26044794 08:46  IN
009 77316693 08:47  IN
011 83405786 08:48  IN
002 34730824 08:48 OUT
019 48141993 08:49 OUT
019 48982234 08:50  IN
001 28055464 08:50 OUT
019 40414069 08:50  IN
010 36238380 08:50  IN
011 04556103 08:51  IN
005 27640707 08:52 OUT
001 34263329 08:52  IN
010 93598621 08:52  IN
001 88900200 08:53  IN
001 16199935 08:53  IN
007 37047320 08:53 OUT
011 70507941 08:55 OUT
019 90626221 08:55  IN
011 16711493 08:55 OUT
015 52980326 08:55  IN
005 88035256 08:55 OUT
006 58599689 08:55 OUT
014 37687541 08:56 OUT
001 11098041 08:56  IN
010 97089181 08:56 OUT
015 51080634 08:56  IN
018 37246687 08:57  IN
013 04556103 08:57 OUT
002 88900200 08:58 OUT
001 27521578 08:58  IN
019 97135766 08:59 OUT
001 41936030 09:01  IN
001 16474814 09:02 OUT
002 34263329 09:02 OUT
006 04148041 09:02  IN
019 68845470 09:02 OUT
011 83515805 09:02  IN
018 93598621 09:04 OUT
002 42909904 09:04  IN
019 26044794 09:05 OUT
013 57245931 09:05  IN
011 36238380 09:05 OUT
001 78577436 09:06 OUT
010 05229863 09:07 OUT
011 86787609 09:07  IN
019 67702305 09:07  IN
015 77316693 09:09 OUT
002 65512172 09:09  IN
005 11098041 09:10 OUT
011 53100103 09:10 OUT
006 27521578 09:11 OUT
005 91542480 09:11 OUT
011 11987221 09:11  IN
010 83045154 09:11  IN
010 83515805 09:12 OUT
015 13856029 09:12 OUT
001 76566376 09:13  IN
019 09930406 09:13 OUT
010 37246687 09:14 OUT
011 82262207 09:15 OUT
021 51080634 09:16 OUT
007 45747198 09:16  IN
011 40414069 09:16 OUT
015 51144083 09:16  IN
015 22381062 09:17 OUT
012 83045154 09:17 OUT
019 11073448 09:18  IN
001 93866137 09:19 OUT
015 16012234 09:20  IN
011 15595718 09:20  IN
019 04446084 09:20 OUT
015 72014153 09:21  IN
001 77115021 09:21  IN
001 38085702 09:21 OUT
018 64836983 09:21 OUT
010 60838458 09:21 OUT
016 82309394 09:21  IN
016 51878905 09:22  IN
011 62736769 09:23  IN
007 90626221 09:24 OUT
018 97228046 09:24 OUT
009 11073607 09:24 OUT
018 67702305 09:25 OUT
010 40423698 09:25  IN
003 83405786 09:25 OUT
015 51144083 09:25 OUT
005 95637985 09:25  IN
020 33342773 09:25 OUT
001 61175880 09:26 OUT
010 16012234 09:26 OUT
011 38763783 09:26  IN
001 63804193 09:27 OUT
019 86787609 09:28 OUT
015 11987221 09:28 OUT
010 66967107 09:29  IN
008 72014153 09:29 OUT
010 49280648 09:30  IN
005 52980326 09:31 OUT
019 29426703 09:31 OUT
011 82271452 09:32  IN
001 77981046 09:32  IN
011 38130834 09:32  IN
015 97170718 09:32  IN
002 39481253 09:33  IN
014 26070422 09:33  IN
015 97170718 09:33 OUT
014 38763783 09:34 OUT
011 20473499 09:34  IN
001 86415582 09:35 OUT
007 13241501 09:36  IN
014 26070422 09:36 OUT
008 66967107 09:37 OUT
013 34163963 09:37  IN
007 48277789 09:38  IN
011 62437165 09:39  IN
015 24543654 09:40  IN
016 45747198 09:40 OUT
019 91613841 09:41 OUT
011 65347211 09:41  IN
013 16199935 09:41 OUT
006 48982234 09:41 OUT
007 13241501 09:42 OUT
001 87853931 09:42  IN
010 51878905 09:42 OUT
020 85267041 09:43  IN
019 42399109 09:44  IN
001 57245931 09:44 OUT
019 57083239 09:44 OUT
021 95657057 09:45  IN
003 40793307 09:45  IN
010 41936030 09:45 OUT
015 04148041 09:45 OUT
010 11073448 09:47 OUT
016 38662451 09:48  IN
002 62794530 09:49  IN
019 62736769 09:49 OUT
011 66118322 09:50  IN
007 82271452 09:50 OUT
011 81092166 09:50  IN
011 56180517 09:50  IN
018 49280648 09:50 OUT
015 42909904 09:50 OUT
016 38130834 09:53 OUT
015 97666662 09:53  IN
007 30710471 09:53  IN
011 02596317 09:54  IN
015 54438739 09:54  IN
019 77417301 09:55  IN
001 49805855 09:55  IN
003 62794530 09:55 OUT
019 24543654 09:56 OUT
014 26974992 09:56  IN
019 65347211 09:57 OUT
015 26294399 09:58  IN
020 20473499 09:59 OUT
015 39197638 09:59  IN
018 54438739 10:00 OUT
014 95657057 10:00 OUT
011 68387436 10:01  IN
021 21866844 10:01  IN
011 95743092 10:02  IN
010 81092166 10:03 OUT
015 02596317 10:03 OUT
008 57657524 10:03  IN
015 77115021 10:04 OUT
002 40423698 10:04 OUT
002 15595718 10:05 OUT
011 97666662 10:05 OUT
001 81538692 10:06  IN
019 65512172 10:06 OUT
011 81343370 10:07  IN
009 85267041 10:07 OUT
019 76566376 10:07 OUT
006 49805855 10:08 OUT
013 88118123 10:08  IN
021 21529603 10:08  IN
015 64864708 10:09  IN
015 77417301 10:09 OUT
001 62136280 10:10  IN
007 66118322 10:10 OUT
005 54849108 10:10  IN
014 48277789 10:11 OUT
019 56180517 10:11 OUT
013 39481253 10:11 OUT
006 34163963 10:12 OUT
018 03823096 10:13  IN
018 95637985 10:13 OUT
002 82309394 10:14 OUT
021 21529603 10:15 OUT
010 43246838 10:17  IN
005 62437165 10:17 OUT
011 64864708 10:18 OUT
011 78087184 10:19  IN
011 30710471 10:19 OUT
010 87853931 10:20 OUT
010 40793307 10:20 OUT
018 68387436 10:23 OUT
001 70465628 10:23  IN
021 75083674 10:24  IN
021 77981046 10:24 OUT
011 70774513 10:24  IN
020 96722260 10:24  IN
006 64386404 10:25  IN
004 38662451 10:26 OUT
010 55986743 10:27  IN
021 95743092 10:27 OUT
021 90024424 10:28  IN
007 84887237 10:30  IN
011 08303023 10:30  IN
005 24492184 10:31  IN
016 02357146 10:31  IN
018 90024424 10:33 OUT
002 69367396 10:34  IN
013 21145789 10:35  IN
001 64386404 10:35 OUT
011 30815737 10:35  IN
006 21143584 10:35  IN
015 55986743 10:36 OUT
007 43246838 10:36 OUT
004 42399109 10:37 OUT
004 26294399 10:37 OUT
001 24492184 10:39 OUT
011 29444501 10:39  IN
011 70774513 10:40 OUT
010 29444501 10:41 OUT
011 70900684 10:41  IN
010 54849108 10:42 OUT
018 88775770 10:42  IN
015 75133830 10:43  IN
006 53173774 10:43  IN
020 55025168 10:44  IN
004 57657524 10:44 OUT
001 81343370 10:44 OUT
003 88118123 10:45 OUT
007 08303023 10:47 OUT
004 69367396 10:48 OUT
002 26974992 10:48 OUT
001 56765600 10:48  IN
015 75083674 10:50 OUT
021 78087184 10:50 OUT
006 33499461 10:50  IN
014 81538692 10:50 OUT
006 29392461 10:51  IN
002 39197638 10:53 OUT
007 21143584 10:54 OUT
015 15057841 10:56  IN
011 46883414 10:58  IN
021 30815737 10:59 OUT
018 75133830 10:59 OUT
015 66101367 11:01  IN
004 21866844 11:01 OUT
002 33499461 11:03 OUT
011 15057841 11:03 OUT
001 84887237 11:04 OUT
004 62346861 11:04  IN
004 03823096 11:04 OUT
018 62136280 11:04 OUT
019 42206930 11:05  IN
001 53173774 11:06 OUT
019 62378126 11:06  IN
014 70465628 11:06 OUT
015 81330958 11:09  IN
019 98011812 11:09  IN
006 21145789 11:11 OUT
006 47776067 11:13  IN
013 89240816 11:13  IN
019 55381803 11:13  IN
010 19548870 11:14  IN
016 41122422 11:15  IN
010 77771557 11:15  IN
011 89240816 11:16 OUT
011 81330958 11:16 OUT
012 24302046 11:17  IN
002 96722260 11:17 OUT
011 33554041 11:18  IN
004 13278455 11:19  IN
005 02357146 11:20 OUT
014 72546629 11:20  IN
007 52467388 11:20  IN
011 77771557 11:21 OUT
002 30826609 11:23  IN
011 53711281 11:24  IN
002 70900684 11:24 OUT
006 13278455 11:24 OUT
015 19944906 11:24  IN
019 05384501 11:25  IN
014 62378126 11:25 OUT
001 47776067 11:26 OUT
007 66101367 11:27 OUT
019 66915431 11:29  IN
020 26110703 11:31  IN
015 56765600 11:32 OUT
010 33554041 11:32 OUT
014 29392461 11:33 OUT
012 13922146 11:33  IN
001 88775770 11:33 OUT
011 51694662 11:34  IN
006 64789532 11:34  IN
017 25502311 11:35  IN
011 53711281 11:35 OUT
010 62346861 11:36 OUT
019 91076949 11:36  IN
004 89933762 11:37  IN
001 55025168 11:38 OUT
020 19548870 11:38 OUT
018 72546629 11:38 OUT
008 41122422 11:39 OUT
001 46883414 11:43 OUT
019 92848393 11:43  IN
003 50824166 11:43  IN
021 17198303 11:44  IN
011 66915431 11:45 OUT
021 24302046 11:46 OUT
013 52467388 11:46 OUT
018 25502311 11:47 OUT
005 07240190 11:47  IN
017 26110703 11:48 OUT
007 32526872 11:48  IN
002 59551352 11:49  IN
012 67048601 11:51  IN
006 31816295 11:52  IN
019 92847646 11:54  IN
019 49153196 11:56  IN
007 89933762 11:57 OUT
011 67455800 11:57  IN
019 96465827 11:59  IN
006 50824166 11:59 OUT
011 30826609 11:59 OUT
004 31816295 12:03 OUT
004 98011812 12:03 OUT
012 85333144 12:04  IN
005 47792065 12:04  IN
006 55381803 12:05 OUT
001 42206930 12:05 OUT
021 53301447 12:05  IN
019 92847646 12:05 OUT
001 07240190 12:06 OUT
014 94483496 12:07  IN
006 47792065 12:09 OUT
001 19944906 12:10 OUT
016 64789532 12:11 OUT
013 20535267 12:13  IN
004 46093972 12:13  IN
018 05262530 12:13  IN
011 14723585 12:14  IN
014 46164599 12:14  IN
001 05384501 12:14 OUT
012 21856251 12:15  IN
010 77580814 12:15  IN
001 13922146 12:15 OUT
010 23277378 12:16  IN
015 99530843 12:16  IN
006 37901333 12:17  IN
010 14804262 12:19  IN
016 32526872 12:19 OUT
019 35985570 12:19  IN
014 32280316 12:20  IN
001 51694662 12:21 OUT
018 05262530 12:21 OUT
004 67048601 12:22 OUT
021 67455800 12:22 OUT
020 97553695 12:23  IN
014 50000112 12:23  IN
020 95605802 12:24  IN
002 61159756 12:24  IN
011 20535267 12:25 OUT
010 88378694 12:25  IN
021 93082759 12:26  IN
004 02605740 12:26  IN
012 64336407 12:27  IN
015 94667343 12:27  IN
010 04669859 12:29  IN
011 77580814 12:29 OUT
011 59551352 12:30 OUT
013 32280316 12:30 OUT
001 58434115 12:30  IN
018 34756619 12:30  IN
016 89531793 12:30  IN
010 76892097 12:31  IN
018 73455576 12:31  IN
009 61289675 12:31  IN
002 91076949 12:31 OUT
012 31802980 12:32  IN
007 46093972 12:32 OUT
019 64646800 12:33  IN
004 58896953 12:34  IN
020 78806943 12:34  IN
015 12124667 12:35  IN
001 58434115 12:36 OUT
019 99530843 12:37 OUT
004 17198303 12:38 OUT
014 12124667 12:39 OUT
010 66456976 12:39  IN
015 90584959 12:39  IN
021 73393884 12:40  IN
001 92848393 12:40 OUT
010 76892097 12:41 OUT
006 85333144 12:41 OUT
009 90890937 12:41  IN
001 80456464 12:42  IN
018 14804262 12:42 OUT
005 96465827 12:43 OUT
021 21856251 12:43 OUT
014 21198175 12:43  IN
002 49153196 12:45 OUT
021 73455576 12:45 OUT
006 23277378 12:45 OUT
010 12027913 12:46  IN
006 91671481 12:46  IN
018 94667343 12:47 OUT
001 58896953 12:48 OUT
005 83138195 12:48  IN
016 88378694 12:49 OUT
016 31802980 12:50 OUT
012 12027913 12:50 OUT
019 47171277 12:51  IN
014 32312601 12:51  IN
011 80481957 12:51  IN
011 78806943 12:52 OUT
021 89531793 12:52 OUT
019 29432453 12:53  IN
004 67648385 12:53  IN
004 66536964 12:53  IN
011 80481957 12:53 OUT
016 50045402 12:54  IN
001 94483496 12:55 OUT
001 14723585 12:55 OUT
008 64646800 12:56 OUT
021 59830171 12:58  IN
009 84972661 12:58  IN
020 97985038 12:59  IN
015 37901333 12:59 OUT
007 20055890 13:00  IN
006 87784472 13:01  IN
019 97985038 13:01 OUT
011 54770160 13:01  IN
001 27309977 13:02  IN
005 35985570 13:02 OUT
019 20737440 13:03  IN
002 70165490 13:03  IN
002 91671481 13:03 OUT
004 96034852 13:03  IN
004 50000112 13:04 OUT
010 84972661 13:04 OUT
011 87605056 13:04  IN
014 73393884 13:04 OUT
011 30039210 13:05  IN
013 50045402 13:05 OUT
011 72238213 13:05  IN
001 36347162 13:06  IN
004 53301447 13:06 OUT
014 83107971 13:06  IN
001 46164599 13:06 OUT
004 67462555 13:07  IN
005 67648385 13:07 OUT
012 29432453 13:07 OUT
008 42560265 13:08  IN
001 61289675 13:09 OUT
009 02605740 13:09 OUT
001 04669859 13:10 OUT
004 64336407 13:10 OUT
018 32312601 13:10 OUT
011 61159756 13:11 OUT
018 20737440 13:12 OUT
019 93466085 13:12  IN
010 54770160 13:13 OUT
002 97553695 13:13 OUT
001 36347162 13:15 OUT
011 66565843 13:15  IN
019 10069000 13:15  IN
004 70165490 13:16 OUT
004 22720415 13:17  IN
011 24233821 13:17  IN
004 66456976 13:18 OUT
004 21198175 13:18 OUT
006 54690846 13:18  IN
001 96034852 13:18 OUT
015 95487305 13:19  IN
015 42567249 13:19  IN
005 90890937 13:19 OUT
004 04920301 13:20  IN
008 42645524 13:20  IN
009 37238804 13:21  IN
001 34756619 13:21 OUT
002 93477765 13:21  IN
004 20055890 13:21 OUT
001 90584959 13:22 OUT
007 42560265 13:22 OUT
019 10069000 13:23 OUT
015 83138195 13:23 OUT
011 83107971 13:23 OUT
014 53270012 13:23  IN
002 67462555 13:24 OUT
001 93082759 13:24 OUT
008 51332315 13:24  IN
002 95605802 13:25 OUT
018 30039210 13:25 OUT
015 65388223 13:26  IN
018 72238213 13:26 OUT
008 99579806 13:26  IN
019 95487305 13:29 OUT
002 22720415 13:29 OUT
015 40252970 13:30  IN
010 69450037 13:30  IN
007 24222131 13:31  IN
017 24233821 13:31 OUT
011 80456464 13:31 OUT
001 54690846 13:33 OUT
002 43542595 13:34  IN
011 82577765 13:36  IN
011 55794321 13:36  IN
001 43542595 13:37 OUT
004 18795949 13:38  IN
016 32701021 13:39  IN
002 14156766 13:40  IN
011 87784472 13:40 OUT
020 60434367 13:41  IN
011 77160378 13:41  IN
011 61688662 13:41  IN
018 65388223 13:42 OUT
017 66536964 13:42 OUT
002 47171277 13:43 OUT
004 59830171 13:44 OUT
015 11431166 13:45  IN
014 08962594 13:45  IN
001 18795949 13:45 OUT
019 38979599 13:46  IN
011 17025330 13:46  IN
014 69450037 13:46 OUT
011 32911816 13:47  IN
020 42645524 13:47 OUT
002 96445772 13:48  IN
004 71915661 13:49  IN
010 20050929 13:49  IN
006 37238804 13:50 OUT
002 11937490 13:50  IN
001 37010265 13:50  IN
001 87605056 13:51 OUT
015 90151938 13:51  IN
020 32701021 13:51 OUT
013 27309977 13:52 OUT
018 42383465 13:52  IN
016 82577765 13:53 OUT
004 66565843 13:54 OUT
018 08962594 13:54 OUT
021 51332315 13:54 OUT
002 73199658 13:54  IN
014 89065685 13:54  IN
011 61358034 13:55  IN
001 14156766 13:56 OUT
019 60221148 13:56  IN
014 68577276 13:56  IN
015 90151938 13:56 OUT
014 90938784 13:56  IN
004 79081299 13:57  IN
015 84704433 13:58  IN
015 20050929 13:58 OUT
008 26979728 13:59  IN
004 22488126 13:59  IN
006 14026487 13:59  IN
001 37010265 13:59 OUT
004 80942983 13:59  IN
001 42567249 13:59 OUT
015 61688662 14:01 OUT
001 71915661 14:01 OUT
010 17025330 14:01 OUT
002 93466085 14:02 OUT
019 53136992 14:02  IN
015 35375020 14:03  IN
019 04920301 14:03 OUT
015 09246128 14:03  IN
004 56784890 14:04  IN
011 26979728 14:04 OUT
010 60434367 14:04 OUT
015 38979599 14:05 OUT
002 31385670 14:05  IN
